Mod:Item:MetaData, Localized Name
lotr:tile.lotr:mobSpawner:154, Mob Spawner
lotr:tile.lotr:mobSpawner:155, Mob Spawner
lotr:tile.lotr:mobSpawner:156, Mob Spawner
lotr:tile.lotr:mobSpawner:157, Mob Spawner
lotr:tile.lotr:mobSpawner:158, Mob Spawner
lotr:tile.lotr:mobSpawner:159, Mob Spawner
lotr:tile.lotr:mobSpawner:160, Mob Spawner
lotr:tile.lotr:mobSpawner:161, Mob Spawner
lotr:tile.lotr:mobSpawner:162, Mob Spawner
lotr:tile.lotr:mobSpawner:163, Mob Spawner
lotr:tile.lotr:mobSpawner:164, Mob Spawner
lotr:tile.lotr:mobSpawner:165, Mob Spawner
lotr:tile.lotr:mobSpawner:166, Mob Spawner
lotr:tile.lotr:mobSpawner:167, Mob Spawner
lotr:tile.lotr:mobSpawner:168, Mob Spawner
lotr:tile.lotr:mobSpawner:169, Mob Spawner
lotr:tile.lotr:mobSpawner:170, Mob Spawner
lotr:tile.lotr:mobSpawner:171, Mob Spawner
lotr:tile.lotr:mobSpawner:172, Mob Spawner
lotr:tile.lotr:mobSpawner:173, Mob Spawner
lotr:tile.lotr:mobSpawner:174, Mob Spawner
lotr:tile.lotr:mobSpawner:175, Mob Spawner
lotr:tile.lotr:mobSpawner:177, Mob Spawner
lotr:tile.lotr:mobSpawner:178, Mob Spawner
lotr:tile.lotr:mobSpawner:179, Mob Spawner
lotr:tile.lotr:mobSpawner:180, Mob Spawner
lotr:tile.lotr:mobSpawner:181, Mob Spawner
lotr:tile.lotr:mobSpawner:182, Mob Spawner
lotr:tile.lotr:mobSpawner:183, Mob Spawner
lotr:tile.lotr:mobSpawner:184, Mob Spawner
lotr:tile.lotr:mobSpawner:185, Mob Spawner
lotr:tile.lotr:mobSpawner:186, Mob Spawner
lotr:tile.lotr:mobSpawner:187, Mob Spawner
lotr:tile.lotr:mobSpawner:188, Mob Spawner
lotr:tile.lotr:mobSpawner:189, Mob Spawner
lotr:tile.lotr:mobSpawner:190, Mob Spawner
lotr:tile.lotr:mobSpawner:191, Mob Spawner
lotr:tile.lotr:mobSpawner:192, Mob Spawner
lotr:tile.lotr:mobSpawner:193, Mob Spawner
lotr:tile.lotr:mobSpawner:194, Mob Spawner
lotr:tile.lotr:mobSpawner:195, Mob Spawner
lotr:tile.lotr:mobSpawner:196, Mob Spawner
lotr:tile.lotr:mobSpawner:800, Mob Spawner
lotr:tile.lotr:mobSpawner:801, Mob Spawner
lotr:tile.lotr:mobSpawner:802, Mob Spawner
lotr:tile.lotr:mobSpawner:803, Mob Spawner
lotr:tile.lotr:mobSpawner:804, Mob Spawner
lotr:tile.lotr:mobSpawner:805, Mob Spawner
lotr:tile.lotr:mobSpawner:806, Mob Spawner
lotr:tile.lotr:mobSpawner:807, Mob Spawner
lotr:tile.lotr:mobSpawner:808, Mob Spawner
lotr:tile.lotr:mobSpawner:809, Mob Spawner
lotr:tile.lotr:mobSpawner:1001, Mob Spawner
lotr:tile.lotr:mobSpawner:1002, Mob Spawner
lotr:tile.lotr:mallornLadder, Mallorn Ladder
lotr:tile.lotr:plate, tile.lotr:plate.name
lotr:tile.lotr:orcSteelBars, Orc Steel Bars
lotr:tile.lotr:stairsGondorBrickMossy, Mossy Gondor Brick Stairs
lotr:tile.lotr:stairsGondorBrickCracked, Cracked Gondor Brick Stairs
lotr:tile.lotr:athelas, Athelas
lotr:tile.lotr:stalactite:0, Stalactite
lotr:tile.lotr:stalactite:1, Stalagmite
lotr:tile.lotr:stairsRohanBrick, Rohan Brick Stairs
lotr:tile.lotr:oreQuendite, Quendite Ore
lotr:tile.lotr:mallornTorch, Mallorn Torch
lotr:tile.lotr:spawnerChest, tile.lotr:spawnerChest.name
lotr:tile.lotr:quenditeGrass, Quendite Grass
lotr:tile.lotr:pressurePlateMordorRock, Pressure Plate
lotr:tile.lotr:pressurePlateGondorRock, Pressure Plate
lotr:tile.lotr:buttonMordorRock, Button
lotr:tile.lotr:buttonGondorRock, Button
lotr:tile.lotr:elvenPortal, tile.lotr:elvenPortal.name
lotr:tile.lotr:flowerPot, tile.lotr:flowerPot.name
lotr:tile.lotr:stairsDwarvenBrick, Dwarven Brick Stairs
lotr:tile.lotr:elvenBed, tile.lotr:elvenBed.name
lotr:tile.lotr:pillar:0, Dwarven Pillar
lotr:tile.lotr:pillar:1, Galadhrim Pillar
lotr:tile.lotr:pillar:2, Cracked Galadhrim Pillar
lotr:tile.lotr:pillar:3, Sarlluin Pillar
lotr:tile.lotr:pillar:4, Sarncaran Pillar
lotr:tile.lotr:pillar:5, Near Harad Pillar
lotr:tile.lotr:pillar:6, Gondor Pillar
lotr:tile.lotr:pillar:7, Mordor Pillar
lotr:tile.lotr:pillar:8, Rohan Pillar
lotr:tile.lotr:pillar:9, Black Gondor Pillar
lotr:tile.lotr:pillar:10, High Elven Pillar
lotr:tile.lotr:pillar:11, Cracked High Elven Pillar
lotr:tile.lotr:pillar:12, Wood-elven Pillar
lotr:tile.lotr:pillar:13, Cracked Wood-elven Pillar
lotr:tile.lotr:pillar:14, Tauredain Pillar
lotr:tile.lotr:pillar:15, Red Near Harad Pillar
lotr:tile.lotr:oreGlowstone, Glowstone Ore
lotr:tile.lotr:fruitWood:0, Apple Wood
lotr:tile.lotr:fruitWood:1, Pear Wood
lotr:tile.lotr:fruitWood:2, Cherry Wood
lotr:tile.lotr:fruitWood:3, Mango Wood
lotr:tile.lotr:fruitLeaves:0, Apple Leaves
lotr:tile.lotr:fruitLeaves:1, Pear Leaves
lotr:tile.lotr:fruitLeaves:2, Cherry Leaves
lotr:tile.lotr:fruitLeaves:3, Mango Leaves
lotr:tile.lotr:fruitSapling:0, Apple Sapling
lotr:tile.lotr:fruitSapling:1, Pear Sapling
lotr:tile.lotr:fruitSapling:2, Cherry Sapling
lotr:tile.lotr:fruitSapling:3, Mango Sapling
lotr:tile.lotr:stairsApple, Apple Wood Stairs
lotr:tile.lotr:stairsPear, Pear Wood Stairs
lotr:tile.lotr:stairsCherry, Cherry Wood Stairs
lotr:tile.lotr:dwarvenCraftingTable, Dwarven Crafting Table
lotr:tile.lotr:bluebell, Bluebell
lotr:tile.lotr:dwarvenForge, Dwarven Forge
lotr:tile.lotr:hearth, Hearth Block
lotr:tile.lotr:morgulShroom, Morgul-shroom
lotr:tile.lotr:urukCraftingTable, Uruk Crafting Table
lotr:tile.lotr:cherryPie, tile.lotr:cherryPie.name
lotr:tile.lotr:clover:0, Clover
lotr:tile.lotr:clover:1, Four-leaf Clover
lotr:tile.lotr:slabSingle2:0, Dwarven Pillar Slab
lotr:tile.lotr:slabSingle2:1, Rohan Rock Slab
lotr:tile.lotr:slabSingle2:2, Cracked Mordor Brick Slab
lotr:tile.lotr:slabSingle2:3, Galadhrim Brick Slab
lotr:tile.lotr:slabSingle2:4, Mossy Galadhrim Brick Slab
lotr:tile.lotr:slabSingle2:5, Cracked Galadhrim Brick Slab
lotr:tile.lotr:slabSingle2:6, Galadhrim Pillar Slab
lotr:tile.lotr:slabSingle2:7, Cracked Galadhrim Pillar Slab
lotr:tile.lotr:stairsMirkOak, Mirk-oak Wood Stairs
lotr:tile.lotr:webUngoliant, Web of Ungoliant
lotr:tile.lotr:woodElvenCraftingTable, Wood-elven Crafting Table
lotr:tile.lotr:woodElvenBed, tile.lotr:woodElvenBed.name
lotr:tile.lotr:gondorianCraftingTable, Gondorian Crafting Table
lotr:tile.lotr:woodElvenTorch, Wood-elven Torch
lotr:tile.lotr:marshLights, tile.lotr:marshLights.name
lotr:tile.lotr:rohirricCraftingTable, Rohirric Crafting Table
minecraft:iron_shovel, Iron Shovel
minecraft:iron_pickaxe, Iron Pickaxe
minecraft:iron_axe, Iron Axe
minecraft:flint_and_steel, Flint and Steel
minecraft:apple, Apple
minecraft:bow, Bow
minecraft:arrow, Arrow
minecraft:coal:0, Coal
minecraft:coal:1, Charcoal
minecraft:diamond, Diamond
minecraft:iron_ingot, Iron Ingot
minecraft:gold_ingot, Gold Ingot
minecraft:iron_sword, Iron Sword
minecraft:wooden_sword, Wooden Sword
minecraft:wooden_shovel, Wooden Shovel
minecraft:wooden_pickaxe, Wooden Pickaxe
minecraft:wooden_axe, Wooden Axe
minecraft:stone_sword, Stone Sword
minecraft:stone_shovel, Stone Shovel
minecraft:stone_pickaxe, Stone Pickaxe
minecraft:stone_axe, Stone Axe
minecraft:diamond_sword, Diamond Sword
minecraft:diamond_shovel, Diamond Shovel
minecraft:diamond_pickaxe, Diamond Pickaxe
minecraft:diamond_axe, Diamond Axe
minecraft:stick, Stick
minecraft:bowl, Bowl
minecraft:mushroom_stew, Mushroom Stew
minecraft:golden_sword, Golden Sword
minecraft:golden_shovel, Golden Shovel
minecraft:golden_pickaxe, Golden Pickaxe
minecraft:golden_axe, Golden Axe
minecraft:string, String
minecraft:feather, Feather
minecraft:gunpowder, Gunpowder
minecraft:wooden_hoe, Wooden Hoe
minecraft:stone_hoe, Stone Hoe
minecraft:iron_hoe, Iron Hoe
minecraft:diamond_hoe, Diamond Hoe
minecraft:golden_hoe, Golden Hoe
minecraft:wheat_seeds, Seeds
minecraft:wheat, Wheat
minecraft:bread, Bread
minecraft:leather_helmet, Leather Cap
minecraft:leather_chestplate, Leather Tunic
minecraft:leather_leggings, Leather Pants
minecraft:leather_boots, Leather Boots
minecraft:chainmail_helmet, Chain Helmet
minecraft:chainmail_chestplate, Chain Chestplate
minecraft:chainmail_leggings, Chain Leggings
minecraft:chainmail_boots, Chain Boots
minecraft:iron_helmet, Iron Helmet
minecraft:iron_chestplate, Iron Chestplate
minecraft:iron_leggings, Iron Leggings
minecraft:iron_boots, Iron Boots
minecraft:diamond_helmet, Diamond Helmet
minecraft:diamond_chestplate, Diamond Chestplate
minecraft:diamond_leggings, Diamond Leggings
minecraft:diamond_boots, Diamond Boots
minecraft:golden_helmet, Golden Helmet
minecraft:golden_chestplate, Golden Chestplate
minecraft:golden_leggings, Golden Leggings
minecraft:golden_boots, Golden Boots
minecraft:flint, Flint
minecraft:porkchop, Raw Porkchop
minecraft:cooked_porkchop, Cooked Porkchop
minecraft:painting, Painting
minecraft:golden_apple:0, Golden Apple
minecraft:golden_apple:1, Golden Apple
minecraft:sign, Sign
minecraft:wooden_door, Wooden Door
minecraft:bucket, Bucket
minecraft:water_bucket, Water Bucket
minecraft:lava_bucket, Lava Bucket
minecraft:minecart, Minecart
minecraft:saddle, Saddle
minecraft:iron_door, Iron Door
minecraft:redstone, Redstone
minecraft:snowball, Snowball
minecraft:boat, Boat
minecraft:leather, Leather
minecraft:milk_bucket, Milk
minecraft:brick, Brick
minecraft:clay_ball, Clay
minecraft:reeds, Sugar Canes
minecraft:paper, Paper
minecraft:book, Book
minecraft:slime_ball, Slimeball
minecraft:chest_minecart, Chest Cart
minecraft:furnace_minecart, Furnace Cart
minecraft:egg, Egg
minecraft:compass, Compass
minecraft:fishing_rod, Wooden Fishing Rod
minecraft:clock, Clock
minecraft:glowstone_dust, Glowstone Dust
minecraft:fish:0, Raw Fish
minecraft:fish:1, Raw Salmon
minecraft:fish:2, Clownfish
minecraft:fish:3, Pufferfish
minecraft:cooked_fished:0, Cooked Fish
minecraft:cooked_fished:1, Cooked Salmon
minecraft:dye:0, Ink Sac
minecraft:dye:1, Rose Red
minecraft:dye:2, Cactus Green
minecraft:dye:3, Cocoa Beans
minecraft:dye:4, Lapis Lazuli
minecraft:dye:5, Purple Dye
minecraft:dye:6, Cyan Dye
minecraft:dye:7, Light Gray Dye
minecraft:dye:8, Gray Dye
minecraft:dye:9, Pink Dye
minecraft:dye:10, Lime Dye
minecraft:dye:11, Dandelion Yellow
minecraft:dye:12, Light Blue Dye
minecraft:dye:13, Magenta Dye
minecraft:dye:14, Orange Dye
minecraft:dye:15, Bone Meal
minecraft:bone, Bone
minecraft:sugar, Sugar
minecraft:cake, Cake
minecraft:bed, Bed
minecraft:repeater, Redstone Repeater
minecraft:cookie, Cookie
minecraft:filled_map:0, Map
minecraft:shears, Shears
minecraft:melon, Melon
minecraft:pumpkin_seeds, Pumpkin Seeds
minecraft:melon_seeds, Melon Seeds
minecraft:beef, Raw Beef
minecraft:cooked_beef, Steak
minecraft:chicken, Raw Chicken
minecraft:cooked_chicken, Cooked Chicken
minecraft:rotten_flesh, Rotten Flesh
minecraft:ender_pearl, Ender Pearl
minecraft:blaze_rod, Blaze Rod
minecraft:ghast_tear, Ghast Tear
minecraft:gold_nugget, Gold Nugget
minecraft:nether_wart, Nether Wart
minecraft:potion:0, Water Bottle
minecraft:potion:8193, Potion of Regeneration
minecraft:potion:8225, Potion of Regeneration
minecraft:potion:8257, Potion of Regeneration
minecraft:potion:16385, Splash Potion of Regeneration
minecraft:potion:16417, Splash Potion of Regeneration
minecraft:potion:16449, Splash Potion of Regeneration
minecraft:potion:8194, Potion of Swiftness
minecraft:potion:8226, Potion of Swiftness
minecraft:potion:8258, Potion of Swiftness
minecraft:potion:16386, Splash Potion of Swiftness
minecraft:potion:16418, Splash Potion of Swiftness
minecraft:potion:16450, Splash Potion of Swiftness
minecraft:potion:8227, Potion of Fire Resistance
minecraft:potion:8259, Potion of Fire Resistance
minecraft:potion:16419, Splash Potion of Fire Resistance
minecraft:potion:16451, Splash Potion of Fire Resistance
minecraft:potion:8196, Potion of Poison
minecraft:potion:8228, Potion of Poison
minecraft:potion:8260, Potion of Poison
minecraft:potion:16388, Splash Potion of Poison
minecraft:potion:16420, Splash Potion of Poison
minecraft:potion:16452, Splash Potion of Poison
minecraft:potion:8261, Potion of Healing
minecraft:potion:8229, Potion of Healing
minecraft:potion:16453, Splash Potion of Healing
minecraft:potion:16421, Splash Potion of Healing
minecraft:potion:8230, Potion of Night Vision
minecraft:potion:8262, Potion of Night Vision
minecraft:potion:16422, Splash Potion of Night Vision
minecraft:potion:16454, Splash Potion of Night Vision
minecraft:potion:8232, Potion of Weakness
minecraft:potion:8264, Potion of Weakness
minecraft:potion:16424, Splash Potion of Weakness
minecraft:potion:16456, Splash Potion of Weakness
minecraft:potion:8201, Potion of Strength
minecraft:potion:8233, Potion of Strength
minecraft:potion:8265, Potion of Strength
minecraft:potion:16393, Splash Potion of Strength
minecraft:potion:16425, Splash Potion of Strength
minecraft:potion:16457, Splash Potion of Strength
minecraft:potion:8234, Potion of Slowness
minecraft:potion:8266, Potion of Slowness
minecraft:potion:16426, Splash Potion of Slowness
minecraft:potion:16458, Splash Potion of Slowness
minecraft:potion:8268, Potion of Harming
minecraft:potion:8236, Potion of Harming
minecraft:potion:16460, Splash Potion of Harming
minecraft:potion:16428, Splash Potion of Harming
minecraft:potion:8237, Potion of Water Breathing
minecraft:potion:8269, Potion of Water Breathing
minecraft:potion:16429, Splash Potion of Water Breathing
minecraft:potion:16461, Splash Potion of Water Breathing
minecraft:potion:8238, Potion of Invisibility
minecraft:potion:8270, Potion of Invisibility
minecraft:potion:16430, Splash Potion of Invisibility
minecraft:potion:16462, Splash Potion of Invisibility
minecraft:glass_bottle, Glass Bottle
minecraft:spider_eye, Spider Eye
minecraft:fermented_spider_eye, Fermented Spider Eye
minecraft:blaze_powder, Blaze Powder
minecraft:magma_cream, Magma Cream
minecraft:brewing_stand, Brewing Stand
minecraft:cauldron, Cauldron
minecraft:ender_eye, Eye of Ender
minecraft:speckled_melon, Glistering Melon
minecraft:spawn_egg:50, Spawn Creeper
minecraft:spawn_egg:51, Spawn Skeleton
minecraft:spawn_egg:52, Spawn Spider
minecraft:spawn_egg:54, Spawn Zombie
minecraft:spawn_egg:55, Spawn Slime
minecraft:spawn_egg:56, Spawn Ghast
minecraft:spawn_egg:57, Spawn Zombie Pigman
minecraft:spawn_egg:58, Spawn Enderman
minecraft:spawn_egg:59, Spawn Cave Spider
minecraft:spawn_egg:60, Spawn Silverfish
minecraft:spawn_egg:61, Spawn Blaze
minecraft:spawn_egg:62, Spawn Magma Cube
minecraft:spawn_egg:65, Spawn Bat
minecraft:spawn_egg:66, Spawn Witch
minecraft:spawn_egg:90, Spawn Pig
minecraft:spawn_egg:91, Spawn Sheep
minecraft:spawn_egg:92, Spawn Cow
minecraft:spawn_egg:93, Spawn Chicken
minecraft:spawn_egg:94, Spawn Squid
minecraft:spawn_egg:95, Spawn Wolf
minecraft:spawn_egg:96, Spawn Mooshroom
minecraft:spawn_egg:98, Spawn Ocelot
minecraft:spawn_egg:100, Spawn Horse
minecraft:spawn_egg:120, Spawn Villager
minecraft:spawn_egg:3, Spawn Clay Golem
minecraft:spawn_egg:301, Spawn Jungle Spider
minecraft:spawn_egg:302, Spawn Rosester
minecraft:spawn_egg:303, Spawn Glob
minecraft:spawn_egg:304, Spawn Phantom
minecraft:spawn_egg:305, Spawn Wasp
minecraft:spawn_egg:306, Spawn Bird
minecraft:spawn_egg:307, Spawn Pixie
minecraft:spawn_egg:6396, Spawn Demon
minecraft:spawn_egg:6397, Spawn Mandrake
minecraft:spawn_egg:6398, Spawn Treefyd
minecraft:spawn_egg:6399, Spawn Horned Huntsman
minecraft:spawn_egg:6400, Spawn Ent
minecraft:spawn_egg:6401, Spawn Owl
minecraft:spawn_egg:6402, Spawn Toad
minecraft:spawn_egg:6403, Spawn Baba Yaga
minecraft:spawn_egg:6404, Spawn Coven Witch
minecraft:spawn_egg:6405, Spawn Nightmare
minecraft:spawn_egg:6406, Spawn Spectre
minecraft:spawn_egg:6407, Spawn Poltergeist
minecraft:spawn_egg:6408, Spawn Banshee
minecraft:spawn_egg:6409, Spawn Spirit
minecraft:spawn_egg:6410, Spawn Death
minecraft:spawn_egg:6411, Spawn Witch Hunter
minecraft:spawn_egg:6412, Spawn Lord of Torment
minecraft:spawn_egg:6413, Spawn Flame Imp
minecraft:spawn_egg:6414, Spawn Minedrake
minecraft:spawn_egg:6415, Spawn Hobgoblin
minecraft:spawn_egg:6416, Spawn Mog
minecraft:spawn_egg:6417, Spawn Gulg
minecraft:spawn_egg:6418, Spawn Shade of Leonard
minecraft:spawn_egg:6419, Spawn Lost Soul
minecraft:spawn_egg:6420, Spawn Werewolf
minecraft:spawn_egg:6421, Spawn Hellhound
minecraft:spawn_egg:6422, Spawn Villager
minecraft:spawn_egg:6423, Spawn Guard
minecraft:spawn_egg:6424, Spawn Vampire
minecraft:spawn_egg:6425, Spawn Lilith
minecraft:spawn_egg:6426, Spawn Winged Monkey
minecraft:spawn_egg:6427, Spawn Reflection
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, TNT Cart
minecraft:hopper_minecart, Hopper Cart
lotr:tile.lotr:pressurePlateRohanRock, Pressure Plate
lotr:tile.lotr:remains, Remains
lotr:tile.lotr:deadMarshPlant, Dead Marsh Plant
lotr:tile.lotr:oreGulduril:0, Gulduril Ore
lotr:tile.lotr:oreGulduril:1, Gulduril Ore
lotr:tile.lotr:guldurilBrick:0, Gulduril Mordor Brick
lotr:tile.lotr:guldurilBrick:1, Gulduril Cracked Mordor Brick
lotr:tile.lotr:guldurilBrick:2, Gulduril Angmar Brick
lotr:tile.lotr:guldurilBrick:3, Gulduril Cracked Angmar Brick
lotr:tile.lotr:guldurilBrick:4, Gulduril Dol Guldur Brick
lotr:tile.lotr:guldurilBrick:5, Gulduril Cracked Dol Guldur Brick
lotr:tile.lotr:guldurilBrick:6, Gulduril Gondor Brick
lotr:tile.lotr:guldurilBrick:7, Gulduril Mossy Gondor Brick
lotr:tile.lotr:guldurilBrick:8, Gulduril Cracked Gondor Brick
lotr:tile.lotr:guldurilBrick:9, Gulduril Black Gondor Brick
lotr:tile.lotr:dwarvenDoor, tile.lotr:dwarvenDoor.name
lotr:tile.lotr:stairsCharred, Charred Wood Stairs
lotr:tile.lotr:dwarvenBed, tile.lotr:dwarvenBed.name
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
lotr:tile.lotr:morgulPortal, tile.lotr:morgulPortal.name
lotr:tile.lotr:armorStand, tile.lotr:armorStand.name
lotr:tile.lotr:buttonRohanRock, Button
lotr:tile.lotr:asphodel, Asphodel
lotr:tile.lotr:wood2:0, Lebethron Wood
lotr:tile.lotr:wood2:1, Beech Wood
lotr:tile.lotr:wood2:2, Holly Wood
lotr:tile.lotr:wood2:3, Banana Wood
lotr:tile.lotr:leaves2:0, Lebethron Leaves
lotr:tile.lotr:leaves2:1, Beech Leaves
lotr:tile.lotr:leaves2:2, Holly Leaves
lotr:tile.lotr:leaves2:3, Banana Leaves
lotr:tile.lotr:sapling2:0, Lebethron Sapling
lotr:tile.lotr:sapling2:1, Beech Sapling
lotr:tile.lotr:sapling2:2, Holly Sapling
lotr:tile.lotr:sapling2:3, Banana Sapling
lotr:tile.lotr:stairsLebethron, Lebethron Wood Stairs
lotr:tile.lotr:woodSlabSingle2:0, Lebethron Wood Slab
lotr:tile.lotr:woodSlabSingle2:1, Beech Wood Slab
lotr:tile.lotr:woodSlabSingle2:2, Holly Wood Slab
lotr:tile.lotr:woodSlabSingle2:3, Banana Wood Slab
lotr:tile.lotr:woodSlabSingle2:4, Maple Wood Slab
lotr:tile.lotr:woodSlabSingle2:5, Larch Wood Slab
lotr:tile.lotr:woodSlabSingle2:6, Date Palm Wood Slab
lotr:tile.lotr:woodSlabSingle2:7, Mangrove Wood Slab
lotr:tile.lotr:dwarfHerb, Dwarfwort
lotr:tile.lotr:mug, tile.lotr:mug.name
lotr:tile.lotr:dunlendingCraftingTable, Dunlending Crafting Table
lotr:tile.lotr:stairsBeech, Beech Wood Stairs
lotr:tile.lotr:entJar, Ent Jar
lotr:tile.lotr:mordorThorn, Stabbing Thorn
lotr:tile.lotr:mordorMoss, Withered Moss
lotr:tile.lotr:stairsMordorBrickCracked, Cracked Mordor Brick Stairs
lotr:tile.lotr:orcForge, Orc Forge
lotr:tile.lotr:trollTotem:0, Troll Totem Head
lotr:tile.lotr:trollTotem:1, Troll Totem Body
lotr:tile.lotr:trollTotem:2, Troll Totem Base
lotr:tile.lotr:orcBed, tile.lotr:orcBed.name
lotr:tile.lotr:stairsElvenBrick, Galadhrim Brick Stairs
lotr:tile.lotr:stairsElvenBrickMossy, Mossy Galadhrim Brick Stairs
lotr:tile.lotr:stairsElvenBrickCracked, Cracked Galadhrim Brick Stairs
lotr:tile.lotr:stairsHolly, Holly Wood Stairs
lotr:tile.lotr:pressurePlateBlueRock, Pressure Plate
lotr:tile.lotr:buttonBlueRock, Button
lotr:tile.lotr:slabSingle3:0, Sarlluin Slab
lotr:tile.lotr:slabSingle3:1, Sarlluin Brick Slab
lotr:tile.lotr:slabSingle3:2, Sarlluin Pillar Slab
lotr:tile.lotr:slabSingle3:3, Angmar Brick Slab
lotr:tile.lotr:slabSingle3:4, Cracked Angmar Brick Slab
lotr:tile.lotr:slabSingle3:5, Sarncaran Slab
lotr:tile.lotr:slabSingle3:6, Sarncaran Brick Slab
lotr:tile.lotr:slabSingle3:7, Sarncaran Pillar Slab
lotr:tile.lotr:stairsBlueRockBrick, Sarlluin Brick Stairs
lotr:tile.lotr:fence:0, Shire Pine Wood Fence
lotr:tile.lotr:fence:1, Mallorn Wood Fence
lotr:tile.lotr:fence:2, Mirk-oak Wood Fence
lotr:tile.lotr:fence:3, Charred Wood Fence
lotr:tile.lotr:fence:4, Apple Wood Fence
lotr:tile.lotr:fence:5, Pear Wood Fence
lotr:tile.lotr:fence:6, Cherry Wood Fence
lotr:tile.lotr:fence:7, Mango Wood Fence
lotr:tile.lotr:fence:8, Lebethron Wood Fence
lotr:tile.lotr:fence:9, Beech Wood Fence
lotr:tile.lotr:fence:10, Holly Wood Fence
lotr:tile.lotr:fence:11, Banana Wood Fence
lotr:tile.lotr:fence:12, Maple Wood Fence
lotr:tile.lotr:fence:13, Larch Wood Fence
lotr:tile.lotr:fence:14, Date Palm Wood Fence
lotr:tile.lotr:fence:15, Mangrove Wood Fence
lotr:tile.lotr:doubleFlower:1, Yellow Iris
